2.39389360203542,2.39389360203542,2.39389360203542,0,0,0
2.4001767873426,2.4001767873426,2.4001767873426,0,0,0
2.40645997264978,2.40645997264978,2.40645997264978,0,0,0
2.41274315795696,2.41274315795696,2.41274315795696,0,0,0
2.41902634326414,2.41902634326414,2.41902634326414,0,0,0
2.42530952857132,2.42530952857132,2.42530952857132,0,0,0
2.4315927138785,2.4315927138785,2.4315927138785,0,0,0
2.43787589918568,2.43787589918568,2.43787589918568,0,0,0
2.44415908449286,2.44415908449286,2.44415908449286,0,0,0
2.45044226980004,2.45044226980004,2.45044226980004,0,0,0
2.45672545510722,2.45672545510722,2.45672545510722,0,0,0
2.4630086404144,2.4630086404144,2.4630086404144,0,0,0
2.46929182572158,2.46929182572158,2.46929182572158,0,0,0
2.47557501102876,2.47557501102876,2.47557501102876,0,0,0
2.48185819633594,2.48185819633594,2.48185819633594,0,0,0
2.48814138164312,2.48814138164312,2.48814138164312,0,0,0
2.4944245669503,2.4944245669503,2.4944245669503,0,0,0
2.50070775225748,2.50070775225748,2.50070775225748,0,0,0
2.50699093756466,2.50699093756466,2.50699093756466,0,0,0
2.51327412287183,2.51327412287183,2.51327412287183,0,0,0
2.51955730817901,2.51955730817901,2.51955730817901,0,0,0
2.52584049348619,2.52584049348619,2.52584049348619,0,0,0
2.53212367879337,2.53212367879337,2.53212367879337,0,0,0
2.53840686410055,2.53840686410055,2.53840686410055,0,0,0
2.54469004940773,2.54469004940773,2.54469004940773,0,0,0
2.55097323471491,2.55097323471491,2.55097323471491,0,0,0
2.55725642002209,2.55725642002209,2.55725642002209,0,0,0
2.56353960532927,2.56353960532927,2.56353960532927,0,0,0
2.56982279063645,2.56982279063645,2.56982279063645,0,0,0
2.57610597594363,2.57610597594363,2.57610597594363,0,0,0
2.58238916125081,2.58238916125081,2.58238916125081,0,0,0
2.58867234655799,2.58867234655799,2.58867234655799,0,0,0
2.59495553186517,2.59495553186517,2.59495553186517,0,0,0
2.60123871717235,2.60123871717235,2.60123871717235,0,0,0
2.60752190247953,2.60752190247953,2.60752190247953,0,0,0
2.61380508778671,2.61380508778671,2.61380508778671,0,0,0
2.62008827309389,2.62008827309389,2.62008827309389,0,0,0
2.62637145840107,2.62637145840107,2.62637145840107,0,0,0
2.63265464370825,2.63265464370825,2.63265464370825,0,0,0
2.63893782901543,2.63893782901543,2.63893782901543,0,0,0
2.64522101432261,2.64522101432261,2.64522101432261,0,0,0
2.65150419962979,2.65150419962979,2.65150419962979,0,0,0
2.65778738493697,2.65778738493697,2.65778738493697,0,0,0
2.66407057024414,2.66407057024414,2.66407057024414,0,0,0
2.67035375555132,2.67035375555132,2.67035375555132,0,0,0
2.6766369408585,2.6766369408585,2.6766369408585,0,0,0
2.68292012616568,2.68292012616568,2.68292012616568,0,0,0
2.68920331147286,2.68920331147286,2.68920331147286,0,0,0
2.69548649678004,2.69548649678004,2.69548649678004,0,0,0
2.70176968208722,2.70176968208722,2.70176968208722,0,0,0
2.7080528673944,2.7080528673944,2.7080528673944,0,0,0
2.71433605270158,2.71433605270158,2.71433605270158,0,0,0
2.72061923800876,2.72061923800876,2.72061923800876,0,0,0
2.72690242331594,2.72690242331594,2.72690242331594,0,0,0
2.73318560862312,2.73318560862312,2.73318560862312,0,0,0
2.7394687939303,2.7394687939303,2.7394687939303,0,0,0
2.74575197923748,2.74575197923748,2.74575197923748,0,0,0
2.75203516454466,2.75203516454466,2.75203516454466,0,0,0
2.75831834985184,2.75831834985184,2.75831834985184,0,0,0
2.76460153515902,2.76460153515902,2.76460153515902,0,0,0
2.7708847204662,2.7708847204662,2.7708847204662,0,0,0
2.77716790577338,2.77716790577338,2.77716790577338,0,0,0
2.78345109108056,2.78345109108056,2.78345109108056,0,0,0
2.78973427638774,2.78973427638774,2.78973427638774,0,0,0
2.79601746169492,2.79601746169492,2.79601746169492,0,0,0
2.8023006470021,2.8023006470021,2.8023006470021,0,0,0
2.80858383230928,2.80858383230928,2.80858383230928,0,0,0
2.81486701761646,2.81486701761646,2.81486701761646,0,0,0
2.82115020292363,2.82115020292363,2.82115020292363,0,0,0
2.82743338823081,2.82743338823081,2.82743338823081,0,0,0
2.83371657353799,2.83371657353799,2.83371657353799,0,0,0
2.83999975884517,2.83999975884517,2.83999975884517,0,0,0
2.84628294415235,2.84628294415235,2.84628294415235,0,0,0
2.85256612945953,2.85256612945953,2.85256612945953,0,0,0
2.85884931476671,2.85884931476671,2.85884931476671,0,0,0
2.86513250007389,2.86513250007389,2.86513250007389,0,0,0
2.87141568538107,2.87141568538107,2.87141568538107,0,0,0
2.87769887068825,2.87769887068825,2.87769887068825,0,0,0
2.88398205599543,2.88398205599543,2.88398205599543,0,0,0
2.89026524130261,2.89026524130261,2.89026524130261,0,0,0
2.89654842660979,2.89654842660979,2.89654842660979,0,0,0
2.90283161191697,2.90283161191697,2.90283161191697,0,0,0
2.90911479722415,2.90911479722415,2.90911479722415,0,0,0
2.91539798253133,2.91539798253133,2.91539798253133,0,0,0
2.92168116783851,2.92168116783851,2.92168116783851,0,0,0
2.92796435314569,2.92796435314569,2.92796435314569,0,0,0
2.93424753845287,2.93424753845287,2.93424753845287,0,0,0
2.94053072376005,2.94053072376005,2.94053072376005,0,0,0
2.94681390906723,2.94681390906723,2.94681390906723,0,0,0
2.95309709437441,2.95309709437441,2.95309709437441,0,0,0
2.95938027968159,2.95938027968159,2.95938027968159,0,0,0
2.96566346498876,2.96566346498876,2.96566346498876,0,0,0
2.97194665029595,2.97194665029595,2.97194665029595,0,0,0
2.97822983560312,2.97822983560312,2.97822983560312,0,0,0
2.9845130209103,2.9845130209103,2.9845130209103,0,0,0
2.99079620621748,2.99079620621748,2.99079620621748,0,0,0
2.99707939152466,2.99707939152466,2.99707939152466,0,0,0
3.00336257683184,3.00336257683184,3.00336257683184,0,0,0
3.00964576213902,3.00964576213902,3.00964576213902,0,0,0
3.0159289474462,3.0159289474462,3.0159289474462,0,0,0
3.02221213275338,3.02221213275338,3.02221213275338,0,0,0
3.02849531806056,3.02849531806056,3.02849531806056,0,0,0
3.03477850336774,3.03477850336774,3.03477850336774,0,0,0
3.04106168867492,3.04106168867492,3.04106168867492,0,0,0
3.0473448739821,3.0473448739821,3.0473448739821,0,0,0
3.05362805928928,3.05362805928928,3.05362805928928,0,0,0
3.05991124459646,3.05991124459646,3.05991124459646,0,0,0
3.06619442990364,3.06619442990364,3.06619442990364,0,0,0
3.07247761521082,3.07247761521082,3.07247761521082,0,0,0
3.078760800518,3.078760800518,3.078760800518,0,0,0
3.08504398582518,3.08504398582518,3.08504398582518,0,0,0
3.09132717113236,3.09132717113236,3.09132717113236,0,0,0
3.09761035643954,3.09761035643954,3.09761035643954,0,0,0
3.10389354174672,3.10389354174672,3.10389354174672,0,0,0
3.1101767270539,3.1101767270539,3.1101767270539,0,0,0
3.11645991236108,3.11645991236108,3.11645991236108,0,0,0
3.12274309766825,3.12274309766825,3.12274309766825,0,0,0
3.12902628297543,3.12902628297543,3.12902628297543,0,0,0
3.13530946828261,3.13530946828261,3.13530946828261,0,0,0
3.14159265358979,3.14159265358979,3.14159265358979,0,0,0
